"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046785","GO:0046785","microtubule polymerization","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0217170",1
"GO:0072529","GO:0072529","pyrimidine-containing compound catabolic process","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0137350",1
"GO:1900424","GO:1900424","regulation of defense response to bacterium","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0096040",1
"GO:1903959","GO:1903959","regulation of anion transmembrane transport","1/446","11/5408",0.612364707171244,1,0.949700019903893,"Me1_v2_0063070",1
"GO:0045017","GO:0045017","glycerolipid biosynthetic process","4/446","51/5408",0.616357926768386,1,0.949700019903893,"Me1_v2_0060660/Me1_v2_0082220/Me1_v2_0096330/Me1_v2_0163120",4
"GO:0099513","GO:0099513","polymeric cytoskeletal fiber","4/446","51/5408",0.616357926768386,1,0.949700019903893,"Me1_v2_0197210/Me1_v2_0109700/Me1_v2_0146380/Me1_v2_0217170",4
"GO:0031400","GO:0031400","negative regulation of protein modification process","3/446","38/5408",0.61740778527611,1,0.949700019903893,"Me1_v2_0064660/Me1_v2_0030690/Me1_v2_0212290",3
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process","3/446","38/5408",0.61740778527611,1,0.949700019903893,"Me1_v2_0227980/Me1_v2_0102400/Me1_v2_0057110",3
"GO:0061025","GO:0061025","membrane fusion","3/446","38/5408",0.61740778527611,1,0.949700019903893,"Me1_v2_0183870/Me1_v2_0061870/Me1_v2_0061860",3
"GO:0006665","GO:0006665","sphingolipid metabolic process","2/446","25/5408",0.623052736760741,1,0.949700019903893,"Me1_v2_0081420/Me1_v2_0057820",2
"GO:0016485","GO:0016485","protein processing","2/446","25/5408",0.623052736760741,1,0.949700019903893,"Me1_v2_0216780/Me1_v2_0125100",2
"GO:0043068","GO:0043068","positive regulation of programmed cell death","2/446","25/5408",0.623052736760741,1,0.949700019903893,"Me1_v2_0082010/Me1_v2_0234290",2
"GO:0045087","GO:0045087","innate immune response","8/446","103/5408",0.623904503462414,1,0.949700019903893,"Me1_v2_0082740/Me1_v2_0215170/Me1_v2_0139000/Me1_v2_0215180/Me1_v2_0189820/Me1_v2_0191160/Me1_v2_0122130/Me1_v2_0205640",8
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","9/446","116/5408",0.626648134178568,1,0.949700019903893,"Me1_v2_0139000/Me1_v2_0160000/Me1_v2_0110860/Me1_v2_0141160/Me1_v2_0075400/Me1_v2_0075340/Me1_v2_0072240/Me1_v2_0193030/Me1_v2_0153620",9
"GO:0006811","GO:0006811","ion transport","20/446","255/5408",0.629525562534583,1,0.949700019903893,"Me1_v2_0062260/Me1_v2_0227850/Me1_v2_0162900/Me1_v2_0107720/Me1_v2_0140510/Me1_v2_0154240/Me1_v2_0228210/Me1_v2_0099170/Me1_v2_0123370/Me1_v2_0113940/Me1_v2_0165050/Me1_v2_0106340/Me1_v2_0050690/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0082220/Me1_v2_0169500/Me1_v2_0233210/Me1_v2_0064410",20
"GO:0015631","GO:0015631","tubulin binding","4/446","52/5408",0.631898432061252,1,0.949700019903893,"Me1_v2_0197210/Me1_v2_0192840/Me1_v2_0146380/Me1_v2_0217170",4
"GO:0031969","GO:0031969","chloroplast membrane","7/446","91/5408",0.633116105360199,1,0.949700019903893,"Me1_v2_0215160/Me1_v2_0045960/Me1_v2_0215170/Me1_v2_0215180/Me1_v2_0226280/Me1_v2_0094600/Me1_v2_0122130",7
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process","3/446","39/5408",0.63525712516846,1,0.949700019903893,"Me1_v2_0227980/Me1_v2_0102400/Me1_v2_0057110",3
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","3/446","39/5408",0.63525712516846,1,0.949700019903893,"Me1_v2_0187160/Me1_v2_0234290/Me1_v2_0079450",3
"GO:0032989","GO:0032989","cellular component morphogenesis","12/446","156/5408",0.64422727855466,1,0.949700019903893,"Me1_v2_0107720/Me1_v2_0080180/Me1_v2_0124750/Me1_v2_0124740/Me1_v2_0035570/Me1_v2_0157090/Me1_v2_0109700/Me1_v2_0124780/Me1_v2_0082220/Me1_v2_0163120/Me1_v2_0146380/Me1_v2_0217170",12
"GO:0000139","GO:0000139","Golgi membrane","6/446","79/5408",0.644239702348447,1,0.949700019903893,"Me1_v2_0190750/Me1_v2_0165050/Me1_v2_0201430/Me1_v2_0082220/Me1_v2_0072240/Me1_v2_0122720",6
"GO:0003993","GO:0003993","acid phosphatase activity","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0188340",1
"GO:0004312","GO:0004312","fatty acid synthase activity","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0122150",1
"GO:0006094","GO:0006094","gluconeogenesis","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0139000",1
"GO:0006119","GO:0006119","oxidative phosphorylation","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0168570",1
"GO:0006783","GO:0006783","heme biosynthetic process","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0179210",1
"GO:0006879","GO:0006879","cellular iron ion homeostasis","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0062260",1
"GO:0006893","GO:0006893","Golgi to plasma membrane transport","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0082220",1
"GO:0006900","GO:0006900","vesicle budding from membrane","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0082220",1
"GO:0007610","GO:0007610","behavior","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0081590",1
"GO:0008320","GO:0008320","protein transmembrane transporter activity","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0185800",1
"GO:0009682","GO:0009682","induced systemic resistance","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0191160",1
"GO:0009834","GO:0009834","plant-type secondary cell wall biogenesis","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0146380",1
"GO:0009887","GO:0009887","animal organ morphogenesis","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0080180",1
"GO:0009960","GO:0009960","endosperm development","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0109700",1
"GO:0010363","GO:0010363","regulation of plant-type hypersensitive response","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0189820",1
"GO:0015450","GO:0015450","protein-transporting ATPase activity","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0185800",1
"GO:0015919","GO:0015919","peroxisomal membrane transport","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0216780",1
"GO:0016558","GO:0016558","protein import into peroxisome matrix","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0216780",1
"GO:0016886","GO:0016886","ligase activity, forming phosphoric ester bonds","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0089560",1
"GO:0019208","GO:0019208","phosphatase regulator activity","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0064660",1
"GO:0019887","GO:0019887","protein kinase regulator activity","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0089480",1
"GO:0019932","GO:0019932","second-messenger-mediated signaling","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0124950",1
"GO:0022884","GO:0022884","macromolecule transmembrane transporter activity","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0185800",1
"GO:0030422","GO:0030422","production of siRNA involved in post-transcriptional gene silencing by RNA","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0162210",1
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0096040",1
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0165050",1
"GO:0042631","GO:0042631","cellular response to water deprivation","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0099170",1
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0168570",1
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0168570",1
"GO:0043178","GO:0043178","alcohol binding","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0064660",1
"GO:0044070","GO:0044070","regulation of anion transport","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0063070",1
"GO:0048236","GO:0048236","plant-type sporogenesis","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0192840",1
"GO:0050661","GO:0050661","NADP binding","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0122150",1
"GO:0071345","GO:0071345","cellular response to cytokine stimulus","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0066440",1
"GO:0071462","GO:0071462","cellular response to water stimulus","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0099170",1
"GO:0072359","GO:0072359","circulatory system development","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0080180",1
"GO:0080111","GO:0080111","DNA demethylation","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0230230",1
"GO:0090481","GO:0090481","pyrimidine nucleotide-sugar transmembrane transport","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0165050",1
"GO:1901682","GO:1901682","sulfur compound transmembrane transporter activity","1/446","12/5408",0.644398307430949,1,0.949700019903893,"Me1_v2_0099180",1
"GO:0005795","GO:0005795","Golgi stack","2/446","26/5408",0.644649518313415,1,0.949700019903893,"Me1_v2_0201430/Me1_v2_0146380",2
"GO:0006779","GO:0006779","porphyrin-containing compound biosynthetic process","2/446","26/5408",0.644649518313415,1,0.949700019903893,"Me1_v2_0226280/Me1_v2_0179210",2
"GO:0008135","GO:0008135","translation factor activity, RNA binding","2/446","26/5408",0.644649518313415,1,0.949700019903893,"Me1_v2_0061870/Me1_v2_0061860",2
"GO:0009112","GO:0009112","nucleobase metabolic process","2/446","26/5408",0.644649518313415,1,0.949700019903893,"Me1_v2_0205230/Me1_v2_0219920",2
"GO:0010942","GO:0010942","positive regulation of cell death","2/446","26/5408",0.644649518313415,1,0.949700019903893,"Me1_v2_0082010/Me1_v2_0234290",2
"GO:0140053","GO:0140053","mitochondrial gene expression","2/446","26/5408",0.644649518313415,1,0.949700019903893,"Me1_v2_0024330/Me1_v2_0068970",2
"GO:2000024","GO:2000024","regulation of leaf development","2/446","26/5408",0.644649518313415,1,0.949700019903893,"Me1_v2_0051870/Me1_v2_0096040",2
"GO:0010498","GO:0010498","proteasomal protein catabolic process","7/446","92/5408",0.644701463605676,1,0.949700019903893,"Me1_v2_0234360/Me1_v2_0082010/Me1_v2_0185560/Me1_v2_0084470/Me1_v2_0185570/Me1_v2_0199630/Me1_v2_0205640",7
"GO:0007034","GO:0007034","vacuolar transport","5/446","66/5408",0.644778543719301,1,0.949700019903893,"Me1_v2_0124750/Me1_v2_0035570/Me1_v2_0124780/Me1_v2_0149680/Me1_v2_0082220",5
"GO:0008289","GO:0008289","lipid binding","5/446","66/5408",0.644778543719301,1,0.949700019903893,"Me1_v2_0183870/Me1_v2_0064660/Me1_v2_0078170/Me1_v2_0082220/Me1_v2_0058750",5
"GO:0051336","GO:0051336","regulation of hydrolase activity","5/446","66/5408",0.644778543719301,1,0.949700019903893,"Me1_v2_0064660/Me1_v2_0185560/Me1_v2_0185570/Me1_v2_0065270/Me1_v2_0234290",5
"GO:0140110","GO:0140110","transcription regulator activity","16/446","207/5408",0.646706025995366,1,0.949700019903893,"Me1_v2_0131850/Me1_v2_0110920/Me1_v2_0142810/Me1_v2_0206950/Me1_v2_0071760/Me1_v2_0050210/Me1_v2_0066440/Me1_v2_0228930/Me1_v2_0090040/Me1_v2_0133450/Me1_v2_0051870/Me1_v2_0218810/Me1_v2_0234290/Me1_v2_0190140/Me1_v2_0058750/Me1_v2_0219920",16
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","4/446","53/5408",0.647029409475388,1,0.949700019903893,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0235280/Me1_v2_0141220",4
"GO:0030162","GO:0030162","regulation of proteolysis","4/446","53/5408",0.647029409475388,1,0.949700019903893,"Me1_v2_0185560/Me1_v2_0185570/Me1_v2_0065270/Me1_v2_0122720",4
"GO:0015075","GO:0015075","ion transmembrane transporter activity","15/446","195/5408",0.651875520917478,1,0.949700019903893,"Me1_v2_0062260/Me1_v2_0162900/Me1_v2_0140510/Me1_v2_0228210/Me1_v2_0099170/Me1_v2_0123370/Me1_v2_0113940/Me1_v2_0165050/Me1_v2_0106340/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0169500/Me1_v2_0233210/Me1_v2_0064410",15
"GO:0004540","GO:0004540","ribonuclease activity","3/446","40/5408",0.652518923802655,1,0.949700019903893,"Me1_v2_0024330/Me1_v2_0083840/Me1_v2_0068970",3
"GO:0009524","GO:0009524","phragmoplast","3/446","40/5408",0.652518923802655,1,0.949700019903893,"Me1_v2_0098780/Me1_v2_0192840/Me1_v2_0217170",3
"GO:0048878","GO:0048878","chemical homeostasis","12/446","157/5408",0.65308871912478,1,0.949700019903893,"Me1_v2_0224350/Me1_v2_0062260/Me1_v2_0064300/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0073130/Me1_v2_0114060/Me1_v2_0124780/Me1_v2_0138740/Me1_v2_0140790/Me1_v2_0184520",12
"GO:0048229","GO:0048229","gametophyte development","16/446","208/5408",0.654441800465552,1,0.949700019903893,"Me1_v2_0166780/Me1_v2_0064300/Me1_v2_0098780/Me1_v2_0183870/Me1_v2_0142810/Me1_v2_0129030/Me1_v2_0124750/Me1_v2_0124740/Me1_v2_0035570/Me1_v2_0149640/Me1_v2_0165050/Me1_v2_0084470/Me1_v2_0124780/Me1_v2_0192840/Me1_v2_0141220/Me1_v2_0163120",16
"GO:0048580","GO:0048580","regulation of post-embryonic development","13/446","170/5408",0.655264397042022,1,0.949700019903893,"Me1_v2_0080920/Me1_v2_0071760/Me1_v2_0135890/Me1_v2_0228930/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0092970/Me1_v2_0171870/Me1_v2_0051870/Me1_v2_0145620/Me1_v2_0100110/Me1_v2_0199630/Me1_v2_0064410",13
"GO:0016746","GO:0016746","acyltransferase activity","8/446","106/5408",0.65645362997549,1,0.949700019903893,"Me1_v2_0210340/Me1_v2_0190930/Me1_v2_0072050/Me1_v2_0207400/Me1_v2_0122150/Me1_v2_0001920/Me1_v2_0060660/Me1_v2_0096330",8
"GO:0000725","GO:0000725","recombinational repair","4/446","54/5408",0.661744405097757,1,0.949700019903893,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0235280/Me1_v2_0141220",4
"GO:0005524","GO:0005524","ATP binding","7/446","94/5408",0.667222032746191,1,0.949700019903893,"Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0076880/Me1_v2_0036840/Me1_v2_0124530/Me1_v2_0207950",7
"GO:0007010","GO:0007010","cytoskeleton organization","9/446","120/5408",0.667263631224877,1,0.949700019903893,"Me1_v2_0107720/Me1_v2_0098780/Me1_v2_0080180/Me1_v2_0197210/Me1_v2_0151580/Me1_v2_0192840/Me1_v2_0082220/Me1_v2_0146380/Me1_v2_0217170",9
"GO:0009743","GO:0009743","response to carbohydrate","6/446","81/5408",0.668433737910542,1,0.949700019903893,"Me1_v2_0185340/Me1_v2_0080830/Me1_v2_0050210/Me1_v2_0207400/Me1_v2_0225280/Me1_v2_0100110",6
"GO:0097367","GO:0097367","carbohydrate derivative binding","11/446","146/5408",0.669125923862108,1,0.949700019903893,"Me1_v2_0191230/Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0180160/Me1_v2_0162290/Me1_v2_0076880/Me1_v2_0036840/Me1_v2_0124530/Me1_v2_0141160/Me1_v2_0207950",11
"GO:0032101","GO:0032101","regulation of response to external stimulus","3/446","41/5408",0.669189713329953,1,0.949700019903893,"Me1_v2_0103310/Me1_v2_0096040/Me1_v2_0189010",3
"GO:0009891","GO:0009891","positive regulation of biosynthetic process","16/446","210/5408",0.669646873657548,1,0.949700019903893,"Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0050210/Me1_v2_0228930/Me1_v2_0073130/Me1_v2_0083500/Me1_v2_0051870/Me1_v2_0156430/Me1_v2_0230230/Me1_v2_0234290/Me1_v2_0184520/Me1_v2_0061010",16
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process","5/446","68/5408",0.67106555234031,1,0.949700019903893,"Me1_v2_0071760/Me1_v2_0228930/Me1_v2_0051870/Me1_v2_0096040/Me1_v2_0199630",5
"GO:0003725","GO:0003725","double-stranded RNA binding","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0069050",1
"GO:0004712","GO:0004712","protein serine/threonine/tyrosine kinase activity","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0100110",1
"GO:0006534","GO:0006534","cysteine metabolic process","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0181120",1
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0146380",1
"GO:0007292","GO:0007292","female gamete generation","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0141220",1
"GO:0009084","GO:0009084","glutamine family amino acid biosynthetic process","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0097840",1
"GO:0009593","GO:0009593","detection of chemical stimulus","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0066440",1
"GO:0009850","GO:0009850","auxin metabolic process","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0228210",1
"GO:0010152","GO:0010152","pollen maturation","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0149640",1
"GO:0015215","GO:0015215","nucleotide transmembrane transporter activity","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0228210",1
"GO:0019985","GO:0019985","translesion synthesis","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0235280",1
"GO:0022836","GO:0022836","gated channel activity","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0064410",1
"GO:0033293","GO:0033293","monocarboxylic acid binding","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0064660",1
"GO:0033612","GO:0033612","receptor serine/threonine kinase binding","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0145620",1
"GO:0035510","GO:0035510","DNA dealkylation","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0230230",1
"GO:0042168","GO:0042168","heme metabolic process","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0179210",1
"GO:0044003","GO:0044003","modulation by symbiont of host process","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0079450",1
"GO:0050767","GO:0050767","regulation of neurogenesis","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0192840",1
"GO:0080092","GO:0080092","regulation of pollen tube growth","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0161260",1
"GO:1901679","GO:1901679","nucleotide transmembrane transport","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0228210",1
"GO:1904680","GO:1904680","peptide transmembrane transporter activity","1/446","13/5408",0.673790144881986,1,0.949700019903893,"Me1_v2_0185800",1
"GO:0031968","GO:0031968","organelle outer membrane","4/446","55/5408",0.676038732076458,1,0.949700019903893,"Me1_v2_0076880/Me1_v2_0061870/Me1_v2_0061860/Me1_v2_0064410",4
"GO:0005856","GO:0005856","cytoskeleton","12/446","160/5408",0.678943044591307,1,0.949700019903893,"Me1_v2_0098780/Me1_v2_0080180/Me1_v2_0197210/Me1_v2_0156250/Me1_v2_0070720/Me1_v2_0109700/Me1_v2_0030690/Me1_v2_0151580/Me1_v2_0192840/Me1_v2_0212290/Me1_v2_0146380/Me1_v2_0217170",12
"GO:0006970","GO:0006970","response to osmotic stress","22/446","288/5408",0.682445366564686,1,0.949700019903893,"Me1_v2_0063070/Me1_v2_0068040/Me1_v2_0050210/Me1_v2_0157100/Me1_v2_0228930/Me1_v2_0158170/Me1_v2_0120640/Me1_v2_0110860/Me1_v2_0149640/Me1_v2_0155410/Me1_v2_0208800/Me1_v2_0094600/Me1_v2_0124530/Me1_v2_0124780/Me1_v2_0111760/Me1_v2_0065270/Me1_v2_0156430/Me1_v2_0216110/Me1_v2_0224050/Me1_v2_0190140/Me1_v2_0061010/Me1_v2_0226090",22
"GO:0051093","GO:0051093","negative regulation of developmental process","5/446","69/5408",0.683719535915781,1,0.949700019903893,"Me1_v2_0071760/Me1_v2_0228930/Me1_v2_0051870/Me1_v2_0096040/Me1_v2_0199630",5
"GO:0034220","GO:0034220","ion transmembrane transport","16/446","212/5408",0.684484335994392,1,0.949700019903893,"Me1_v2_0062260/Me1_v2_0227850/Me1_v2_0162900/Me1_v2_0140510/Me1_v2_0228210/Me1_v2_0099170/Me1_v2_0123370/Me1_v2_0113940/Me1_v2_0165050/Me1_v2_0106340/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0169500/Me1_v2_0233210/Me1_v2_0064410",16
