term	name
GO:0007021	tubulin complex assembly
GO:0003785	actin monomer binding
GO:0003827	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity
GO:0000213	tRNA-intron endonuclease activity
GO:0000214	tRNA-intron endonuclease complex
GO:0000379	tRNA-type intron splice site recognition and cleavage
GO:0004549	tRNA-specific ribonuclease activity
GO:0016892	endoribonuclease activity, producing 3'-phosphomonoesters
GO:0006424	glutamyl-tRNA aminoacylation
GO:0001756	somitogenesis
GO:0002791	regulation of peptide secretion
GO:0002793	positive regulation of peptide secretion
GO:0003007	heart morphogenesis
GO:0003012	muscle system process
GO:0003013	circulatory system process
GO:0003015	heart process
GO:0003300	cardiac muscle hypertrophy
GO:0005859	muscle myosin complex
GO:0005865	striated muscle thin filament
GO:0006936	muscle contraction
GO:0006941	striated muscle contraction
GO:0007512	adult heart development
GO:0007517	muscle organ development
GO:0008015	blood circulation
GO:0008307	structural constituent of muscle
GO:0009952	anterior/posterior pattern specification
GO:0010737	protein kinase A signaling
GO:0014706	striated muscle tissue development
GO:0014866	skeletal myofibril assembly
GO:0014896	muscle hypertrophy
GO:0014897	striated muscle hypertrophy
GO:0016460	myosin II complex
GO:0021591	ventricular system development
GO:0030239	myofibril assembly
GO:0030240	skeletal muscle thin filament assembly
GO:0030241	skeletal muscle myosin thick filament assembly
GO:0030506	ankyrin binding
GO:0031032	actomyosin structure organization
GO:0031033	myosin filament organization
GO:0031034	myosin filament assembly
GO:0031430	M band
GO:0031433	telethonin binding
GO:0031672	A band
GO:0033058	directional locomotion
GO:0035051	cardiocyte differentiation
GO:0035282	segmentation
GO:0035994	response to muscle stretch
GO:0035995	detection of muscle stretch
GO:0036379	myofilament
GO:0042692	muscle cell differentiation
GO:0042805	actinin binding
GO:0043056	forward locomotion
GO:0045214	sarcomere organization
GO:0048644	muscle organ morphogenesis
GO:0048738	cardiac muscle tissue development
GO:0048769	sarcomerogenesis
GO:0050708	regulation of protein secretion
GO:0050714	positive regulation of protein secretion
GO:0050982	detection of mechanical stimulus
GO:0051046	regulation of secretion
GO:0051047	positive regulation of secretion
GO:0051146	striated muscle cell differentiation
GO:0051371	muscle alpha-actinin binding
GO:0051393	alpha-actinin binding
GO:0055001	muscle cell development
GO:0055002	striated muscle cell development
GO:0055003	cardiac myofibril assembly
GO:0055006	cardiac cell development
GO:0055007	cardiac muscle cell differentiation
GO:0055008	cardiac muscle tissue morphogenesis
GO:0055013	cardiac muscle cell development
GO:0060047	heart contraction
GO:0060048	cardiac muscle contraction
GO:0060415	muscle tissue morphogenesis
GO:0060419	heart growth
GO:0060537	muscle tissue development
GO:0061053	somite development
GO:0061061	muscle structure development
GO:0071688	striated muscle myosin thick filament assembly
GO:0097493	structural molecule activity conferring elasticity
GO:1901077	regulation of relaxation of muscle
GO:1901897	regulation of relaxation of cardiac muscle
GO:1903530	regulation of secretion by cell
GO:1903532	positive regulation of secretion by cell
GO:0050780	dopamine receptor binding
GO:0007079	mitotic chromosome movement towards spindle pole
GO:0019894	kinesin binding
GO:0030953	astral microtubule organization
GO:0031291	Ran protein signal transduction
GO:0040001	establishment of mitotic spindle localization
GO:0051293	establishment of spindle localization
GO:0051305	chromosome movement towards spindle pole
GO:0051653	spindle localization
GO:0071782	endoplasmic reticulum tubular network
GO:0004395	hexaprenyldihydroxybenzoate methyltransferase activity
GO:0010420	3,4-dihydroxy-5-polyprenylbenzoic acid O-methyltransferase activity
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c
GO:0010336	gibberellic acid homeostasis
GO:0003960	NADPH:quinone reductase activity
GO:0048038	quinone binding
GO:0070402	NADPH binding
GO:0002200	somatic diversification of immune receptors
GO:0002377	immunoglobulin production
GO:0002440	production of molecular mediator of immune response
GO:0002566	somatic diversification of immune receptors via somatic mutation
GO:0005712	chiasma
GO:0016445	somatic diversification of immunoglobulins
GO:0016446	somatic hypermutation of immunoglobulin genes
GO:0032389	MutLalpha complex
GO:0006968	cellular defense response
GO:0008889	glycerophosphodiester phosphodiesterase activity
GO:0010441	guard cell development
GO:0010442	guard cell morphogenesis
GO:0052541	plant-type cell wall cellulose metabolic process
GO:0004159	dihydropyrimidine dehydrogenase (NAD+) activity
GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity
GO:0016790	thiolester hydrolase activity
GO:0018738	S-formylglutathione hydrolase activity
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m
GO:0000303	response to superoxide
GO:0004784	superoxide dismutase activity
GO:0016721	oxidoreductase activity, acting on superoxide radicals as acceptor
GO:0019430	removal of superoxide radicals
GO:0071280	cellular response to copper ion
GO:0071450	cellular response to oxygen radical
GO:0071451	cellular response to superoxide
GO:0071457	cellular response to ozone
GO:0071486	cellular response to high light intensity
GO:0004360	glutamine-fructose-6-phosphate transaminase (isomerizing) activity
GO:0006002	fructose 6-phosphate metabolic process
GO:0006047	UDP-N-acetylglucosamine metabolic process
GO:0070548	L-glutamine aminotransferase activity
GO:1904963	regulation of phytol biosynthetic process
GO:1904964	positive regulation of phytol biosynthetic process
GO:0008252	nucleotidase activity
GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity
GO:0016312	inositol bisphosphate phosphatase activity
GO:0000293	ferric-chelate reductase activity
GO:0016723	oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor
GO:0005885	Arp2/3 protein complex
GO:0014812	muscle cell migration
GO:0014909	smooth muscle cell migration
GO:0021769	orbitofrontal cortex development
GO:0030011	maintenance of cell polarity
GO:0030041	actin filament polymerization
GO:0034314	Arp2/3 complex-mediated actin nucleation
GO:0051639	actin filament network formation
GO:0061842	microtubule organizing center localization
GO:0097581	lamellipodium organization
GO:0006692	prostanoid metabolic process
GO:0006693	prostaglandin metabolic process
GO:0010517	regulation of phospholipase activity
GO:0010518	positive regulation of phospholipase activity
GO:0010720	positive regulation of cell development
GO:0010976	positive regulation of neuron projection development
GO:0031346	positive regulation of cell projection organization
GO:0032429	regulation of phospholipase A2 activity
GO:0032430	positive regulation of phospholipase A2 activity
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0045666	positive regulation of neuron differentiation
GO:0050769	positive regulation of neurogenesis
GO:0051962	positive regulation of nervous system development
GO:0060191	regulation of lipase activity
GO:0060193	positive regulation of lipase activity
GO:0071216	cellular response to biotic stimulus
GO:0071219	cellular response to molecule of bacterial origin
GO:0071222	cellular response to lipopolysaccharide
GO:0098693	regulation of synaptic vesicle cycle
GO:1900044	regulation of protein K63-linked ubiquitination
GO:1900045	negative regulation of protein K63-linked ubiquitination
GO:1902914	regulation of protein polyubiquitination
GO:1902915	negative regulation of protein polyubiquitination
GO:1903421	regulation of synaptic vesicle recycling
GO:1903423	positive regulation of synaptic vesicle recycling
GO:1903859	regulation of dendrite extension
GO:1903861	positive regulation of dendrite extension
GO:2001224	positive regulation of neuron migration
GO:0042284	sphingolipid delta-4 desaturase activity
GO:0006085	acetyl-CoA biosynthetic process
GO:0033866	nucleoside bisphosphate biosynthetic process
GO:0034030	ribonucleoside bisphosphate biosynthetic process
GO:0034033	purine nucleoside bisphosphate biosynthetic process
GO:0035384	thioester biosynthetic process
GO:0045923	positive regulation of fatty acid metabolic process
GO:0046320	regulation of fatty acid oxidation
GO:0046321	positive regulation of fatty acid oxidation
GO:0050080	malonyl-CoA decarboxylase activity
GO:0071616	acyl-CoA biosynthetic process
GO:2001293	malonyl-CoA metabolic process
GO:2001294	malonyl-CoA catabolic process
GO:0044002	acquisition of nutrients from host
GO:0044111	formation of structure involved in a symbiotic process
GO:0052093	formation of specialized structure for nutrient acquisition
GO:0052096	formation of syncytium involving giant cell for nutrient acquisition
GO:0001655	urogenital system development
GO:0001889	liver development
GO:0048732	gland development
GO:0061008	hepaticobiliary system development
GO:0072001	renal system development
GO:0002084	protein depalmitoylation
GO:0008474	palmitoyl-(protein) hydrolase activity
GO:0018991	oviposition
GO:0019098	reproductive behavior
GO:0042159	lipoprotein catabolic process
GO:0098599	palmitoyl hydrolase activity
GO:0098734	macromolecule depalmitoylation
GO:0008883	glutamyl-tRNA reductase activity
GO:0006883	cellular sodium ion homeostasis
GO:0043181	vacuolar sequestering
GO:0043182	vacuolar sequestering of sodium ion
GO:0055078	sodium ion homeostasis
GO:0005876	spindle microtubule
GO:0051011	microtubule minus-end binding
GO:0006553	lysine metabolic process
GO:0008837	diaminopimelate epimerase activity
GO:0009085	lysine biosynthetic process
GO:0009089	lysine biosynthetic process via diaminopimelate
GO:0046451	diaminopimelate metabolic process
GO:0007263	nitric oxide mediated signal transduction
GO:0032365	intracellular lipid transport
GO:0030388	fructose 1,6-bisphosphate metabolic process
GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity
GO:0004596	peptide alpha-N-acetyltransferase activity
GO:0006474	N-terminal protein amino acid acetylation
GO:0010485	H4 histone acetyltransferase activity
GO:0043968	histone H2A acetylation
GO:0043998	H2A histone acetyltransferase activity
GO:1990189	peptide-serine-N-acetyltransferase activity
GO:0005628	prospore membrane
GO:0006656	phosphatidylcholine biosynthetic process
GO:0006657	CDP-choline pathway
GO:0008525	phosphatidylcholine transporter activity
GO:0008526	phosphatidylinositol transfer activity
GO:0022413	reproductive process in single-celled organism
GO:0030437	ascospore formation
GO:0031210	phosphatidylcholine binding
GO:0031321	ascospore-type prospore assembly
GO:0031322	ascospore-type prospore-specific spindle pole body remodeling
GO:0032505	reproduction of a single-celled organism
GO:0042763	intracellular immature spore
GO:0042764	ascospore-type prospore
GO:0043935	sexual sporulation resulting in formation of a cellular spore
GO:0046470	phosphatidylcholine metabolic process
GO:0050997	quaternary ammonium group binding
GO:0060187	cell pole
GO:0070405	ammonium ion binding
GO:0071072	negative regulation of phospholipid biosynthetic process
GO:0120009	intermembrane lipid transfer
GO:0120010	intermembrane phospholipid transfer
GO:1901351	regulation of phosphatidylglycerol biosynthetic process
GO:1901352	negative regulation of phosphatidylglycerol biosynthetic process
GO:1903726	negative regulation of phospholipid metabolic process
GO:2001245	regulation of phosphatidylcholine biosynthetic process
GO:2001246	negative regulation of phosphatidylcholine biosynthetic process
GO:0016837	carbon-oxygen lyase activity, acting on polysaccharides
GO:0030570	pectate lyase activity
GO:0002184	cytoplasmic translational termination
GO:0018444	translation release factor complex
GO:0031298	replication fork protection complex
GO:0031573	mitotic intra-S DNA damage checkpoint signaling
GO:0033262	regulation of nuclear cell cycle DNA replication
GO:0043111	replication fork arrest
GO:0004844	uracil DNA N-glycosylase activity
GO:0097506	deaminated base DNA N-glycosylase activity
GO:0010676	positive regulation of cellular carbohydrate metabolic process
GO:0033131	regulation of glucokinase activity
GO:0033133	positive regulation of glucokinase activity
GO:0045913	positive regulation of carbohydrate metabolic process
GO:1903299	regulation of hexokinase activity
GO:1903301	positive regulation of hexokinase activity
GO:0043335	protein unfolding
GO:0042645	mitochondrial nucleoid
GO:0000722	telomere maintenance via recombination
GO:0000800	lateral element
GO:0001556	oocyte maturation
GO:0001833	inner cell mass cell proliferation
GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
GO:0007292	female gamete generation
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage
GO:0009994	oocyte differentiation
GO:0030879	mammary gland development
GO:0031619	homologous chromosome orientation involved in meiotic metaphase I plate congression
GO:0033593	BRCA2-MAGE-D1 complex
